ID,Label,Alt Label 1,Alt Label 2,Definition,Definition Source,RDF Type,Class Type,Parent IRI,Parent IRI,Parent IRI,Parent IRI,Parent IRI,Equivalent ,Equivalent ,Individual
http://purl.org/ExPaNDS/PaNTO#x-ray.excited.optical.luminescence,x-ray excited optical luminescence,XEOL,,,,owl:Class,subclass,x-ray probe,visible photon emission technique,,,,,,
http://purl.org/ExPaNDS/PaNTO#magnetic.circular.dichroism,magnetic circular dichroism,MCD,,,,owl:Class,subclass,photon probe,versus photon circlar polarization,magnetism technique,absorption technique,dichroism,,,
http://purl.org/ExPaNDS/PaNTO#magnetic.linear.dichroism,magnetic linear dichroism,,,,,owl:Class,subclass,photon probe,versus photon linear polarization,magnetism technique,absorption technique,,,,
http://purl.org/ExPaNDS/PaNTO#magnetochiral.dichroism,magnetochiral dichroism,MChD,,,,owl:Class,subclass,photon probe,versus polarization,chiral determination,magnetism technique,dichroism,,,
http://purl.org/ExPaNDS/PaNTO#natural.circular.dichroism,natural circular dichroism,NCD,,,,owl:Class,subclass,photon probe,versus photon circlar polarization,chiral determination,dichroism,,,,
http://purl.org/ExPaNDS/PaNTO#electron.microscopy,electron microscopy,EM,,,,owl:Class,subclass,electron emission technique,microscopy,,,,,,
http://purl.org/ExPaNDS/PaNTO#photoemission.microscopy,photoemission microscopy,PEEM,photoemission electron microscopy,,,owl:Class,subclass,photon probe,electron microscopy,,,,,,
http://purl.org/ExPaNDS/PaNTO#scanning.probe.imaging,scanning probe imaging,,,,,owl:Class,subclass,verus position,scanning probe,imaging,,,,,
http://purl.org/ExPaNDS/PaNTO#scanning.probe.microscopy,scanning probe microscopy,scanning microscopy,,,,owl:Class,subclass,scanning probe imaging,microscopy,,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.reflectivity,x-ray reflectivity,XRR,x-ray reflectometry,,,owl:Class,subclass,x-ray probe,reflection technique,versus momentum transfer,,,,,
http://purl.org/ExPaNDS/PaNTO#grating.interferometry,grating interferometry,,,,,owl:Class,subclass,interferometry technique,refraction technique,propagation technique,,,,,
http://purl.org/ExPaNDS/PaNTO#absorption.tomography,absorption tomography,,,,,owl:Class,subclass,tomography,absorption technique,,,,,,
http://purl.org/ExPaNDS/PaNTO#propagation.phase.contrast.tomography,propagation phase contrast tomography,,,,,owl:Class,subclass,propagation technique,tomography,refraction technique,,,,,
http://purl.org/ExPaNDS/PaNTO#ultrafast.tomography,ultrafast tomography,,,,,owl:Class,subclass,tomography,versus time ultrafast,,,,,,
http://purl.org/ExPaNDS/PaNTO#nanotomography,nanotomography,,,,,owl:Class,subclass,tomography,obtain ultrahigh resolution spatial map,,,,,,
http://purl.org/ExPaNDS/PaNTO#absorption.and.phase.contrast.nanotomography,absorption and phase contrast nanotomography,,,,,owl:Class,subclass,nanotomography,absorption technique,refraction technique,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.spectroscopy,x-ray spectroscopy,,,,,owl:Class,subclass,spectroscopy,x-ray probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#in-situ.diffraction,in-situ diffraction,,,,,owl:Class,subclass,in-situ diffraction,surface diffraction,,,,,,
http://purl.org/ExPaNDS/PaNTO#in-situ.surface.diffraction,in-situ surface diffraction,,,,,owl:Class,subclass,surface diffraction,,,,,,,
http://purl.org/ExPaNDS/PaNTO#energy.dispersive.diffraction,energy dispersive diffraction,EDD,,,,owl:Class,subclass,powder diffraction,dispersive technique,,,,,,
http://purl.org/ExPaNDS/PaNTO#energy.dispersive.x-ray.diffraction,energy dispersive x-ray diffraction,EDXRD,,,,owl:Class,subclass,x-ray powder diffraction,dispersive technique,,,,,,
http://purl.org/ExPaNDS/PaNTO#grazing.incidence.x-ray.diffraction,grazing incidence x-ray diffraction,GIXD,,,,owl:Class,subclass,grazing incidence diffraction,x-ray probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#grazing.incidence.small.angle.x-ray.scattering,grazing incidence small angle x-ray scattering,GISAXS,,,,owl:Class,subclass,grazing incidence x-ray diffraction,small angle scattering,,,,,,
http://purl.org/ExPaNDS/PaNTO#high.pressure.single.crystal.diffraction,high pressure single crystal diffraction,Diffraction,,,,owl:Class,subclass,single crystal diffraction,versus sample pressure,,,,,,
http://purl.org/ExPaNDS/PaNTO#macromolecular.crystallography,macromolecular crystallography,MX,protein crystallography,,,owl:Class,subclass,single crystal diffraction,crystallography,,,,,,
http://purl.org/ExPaNDS/PaNTO#multi.wavelength.anomalous.diffraction,multi wavelength anomalous diffraction,MAD,,,,owl:Class,subclass,macromolecular crystallography,versus energy,atomic core excitation,x-ray probe,,,,
http://purl.org/ExPaNDS/PaNTO#photo.crystallography,photo crystallography,,,,,owl:Class,subclass,single crystal diffraction,photo excitation,crystallography,,,,,
http://purl.org/ExPaNDS/PaNTO#photoelectron.diffraction,photoelectron diffraction,PhD,,,,owl:Class,subclass,electron emission technique,coherent emission technique,x-ray probe,,,,,
http://purl.org/ExPaNDS/PaNTO#serial.femtosecond.crystallography,serial femtosecond crystallography,SFX,,,https://en.wikipedia.org/wiki/Serial_femtosecond_crystallography,owl:Class,subclass,x-ray single crystal diffraction,ultrafast probe,crystallography,single shot technique,,,,
http://purl.org/ExPaNDS/PaNTO#serial.synchrotron.crystallography,serial synchrotron crystallography,SSX,,,,owl:Class,subclass,x-ray single crystal diffraction,pulsed probe,crystallography,single shot technique,,,,
http://purl.org/ExPaNDS/PaNTO#single.wavelength.anomalous.diffraction,single wavelength anomalous diffraction,SAD,,,,owl:Class,subclass,macromolecular crystallography,atomic core excitation,,,,,,
http://purl.org/ExPaNDS/PaNTO#small.molecule.diffraction,small molecule diffraction,small molecule crystallography,chemical crystallography,,,owl:Class,subclass,single crystal diffraction,,,,,,,
http://purl.org/ExPaNDS/PaNTO#surface.x-ray.diffraction,surface x-ray diffraction,,,,,owl:Class,subclass,surface diffraction,x-ray probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.standing.wave,x-ray standing wave,XSW,,,https://en.wikipedia.org/wiki/X-ray_standing_waves,owl:Class,subclass,diffraction,absorption technique,x-ray probe,obtain atomic structure,,,,
http://purl.org/ExPaNDS/PaNTO#coherent.diffraction.imaging,coherent diffraction imaging,CDI,coherent diffractive imaging,,https://en.wikipedia.org/wiki/Coherent_diffraction_imaging,owl:Class,subclass,coherent diffraction,,,,,,,
http://purl.org/ExPaNDS/PaNTO#infrared.nanospectroscopy.imaging,infrared nanospectroscopy imaging,nano infrared spectroscopy,,,,owl:Class,subclass,IR photon probe,spectroscopy,obtain ultrahigh resolution spatial map,,,,,
http://purl.org/ExPaNDS/PaNTO#UV.circular.dichroism.imaging,UV circular dichroism imaging,,,,,owl:Class,subclass,natural circular dichroism,UV photon probe,obtain spatial map,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.fluorescence,x-ray fluorescence,XRF,,,,owl:Class,subclass,x-ray emission technique,,,,,,,
http://purl.org/ExPaNDS/PaNTO#infrared.microscopy,infrared microscopy,IR microscopy,,,,owl:Class,subclass,IR photon probe,microscopy,,,,,,
http://purl.org/ExPaNDS/PaNTO#optical.microscopy,optical microscopy,,,,,owl:Class,subclass,visible photon probe,microscopy,,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.microscopy,x-ray microscopy,,,,,owl:Class,subclass,x-ray probe,microscopy,,,,,,
http://purl.org/ExPaNDS/PaNTO#pair.distribution.function,pair distribution function,PDF,,,https://en.wikipedia.org/wiki/Pair_distribution_function,owl:Class,subclass,diffraction,obtain local coordination,,,,,,
http://purl.org/ExPaNDS/PaNTO#inelastic.x-ray.scattering,inelastic x-ray scattering,IXS,,,,owl:Class,subclass,inelastic scattering,x-ray probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#resonant.inelastic.x-ray.scattering,resonant inelastic x-ray scattering,RIXS,,,,owl:Class,subclass,inelastic x-ray scattering,atomic core excitation,resonant scattering,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.scattering,x-ray scattering,,,,,owl:Class,subclass,scattering technique,x-ray probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#light.scattering,light scattering,,,,,owl:Class,subclass,scattering technique,visible photon probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#resonant.x-ray.scattering,resonant x-ray scattering,RXS,,,,owl:Class,subclass,x-ray scattering,atomic core excitation,resonant scattering,,,,,
http://purl.org/ExPaNDS/PaNTO#resonant.soft.x-ray.scattering,resonant soft x-ray scattering,RSXS,,,,owl:Class,subclass,soft x-ray probe,resonant x-ray scattering,resonant scattering,,,,,
http://purl.org/ExPaNDS/PaNTO#small.angle.x-ray.scattering,small angle x-ray scattering,SAXS,,,https://en.wikipedia.org/wiki/Small-angle_X-ray_scattering,owl:Class,subclass,small angle scattering,x-ray probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#small.angle.neutron.scattering,small angle neutron scattering,SANS,,,https://en.wikipedia.org/wiki/Small-angle_neutron_scattering,owl:Class,subclass,small angle scattering,neutron probe,neutron diffraction,,,,,
http://purl.org/ExPaNDS/PaNTO#total.scattering,total scattering,,,,,owl:Class,subclass,atomic scale diffraction,pair distribution function,,,,,,
http://purl.org/ExPaNDS/PaNTO#wide.angle.x-ray.scattering,wide angle x-ray scattering,WAXS,,,,owl:Class,subclass,high momentum transfer scattering,x-ray probe,atomic scale diffraction,,,,,
http://purl.org/ExPaNDS/PaNTO#circular.dichroism,circular dichroism,CD,,,,owl:Class,subclass,versus photon circlar polarization,dichroism,,,,,,
http://purl.org/ExPaNDS/PaNTO#energy.dispersive.x-ray.spectroscopy,energy dispersive x-ray spectroscopy,EDX,,,,owl:Class,subclass,dispersive technique,x-ray probe,spectroscopy,atomic core excitation,,,,
http://purl.org/ExPaNDS/PaNTO#microfocus.spectroscopy,microfocus spectroscopy,,,,,owl:Class,subclass,microfocussed probe,spectroscopy,,,,,,
http://purl.org/ExPaNDS/PaNTO#raman.spectroscopy,raman spectroscopy,,,,https://en.wikipedia.org/wiki/Raman_spectroscopy,owl:Class,subclass,inelastic scattering,photon probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.absorption.spectroscopy,x-ray absorption spectroscopy,XAS,,,https://en.wikipedia.org/wiki/X-ray_absorption_spectroscopy,owl:Class,subclass,absorption spectroscopy,x-ray probe,atomic core excitation,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.absorption.fine.structure,x-ray absorption fine structure,XAFS,,,,owl:Class,subclass,x-ray absorption spectroscopy,atomic core excitation,,,,,,
http://purl.org/ExPaNDS/PaNTO#extended.x-ray.absorption.fine.structure,extended x-ray absorption fine structure,EXAFS,,,,owl:Class,subclass,x-ray absorption fine structure,obtain local coordination,,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.absorption.near.edge.structure,x-ray absorption near edge structure,XANES,NEXAFS,,,owl:Class,subclass,x-ray absorption fine structure,obtain electronic ground state properties,,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.emission.spectroscopy,x-ray emission spectroscopy,XES,,,,owl:Class,subclass,inelastic scattering,x-ray probe,photon emission technique,spectroscopy,,,,
http://purl.org/ExPaNDS/PaNTO#electron.spectroscopy,electron spectroscopy,,,,,owl:Class,subclass,electron emission technique,spectroscopy,,,,,,
http://purl.org/ExPaNDS/PaNTO#photoelectron.spectroscopy,photoelectron spectroscopy,PES,,,,owl:Class,subclass,electron spectroscopy,x-ray probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#spin.resolved.photoelectron.spectroscopy,spin resolved photoelectron spectroscopy,,,,,owl:Class,subclass,photoelectron spectroscopy,versus emitted polarization,,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.photoelectron.spectroscopy,x-ray photoelectron spectroscopy,XPS,,,https://en.wikipedia.org/wiki/X-ray_photoelectron_spectroscopy,owl:Class,subclass,x-ray probe,photoelectron spectroscopy,,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.photon.correlation.spectroscopy,x-ray photon correlation spectroscopy,XPCS,,,https://en.wikipedia.org/wiki/X-ray_Photon_Correlation_Spectroscopy,owl:Class,subclass,x-ray probe,photon correlation spectroscopy,,,,,,
http://purl.org/ExPaNDS/PaNTO#microtomography,microtomography,,,,,owl:Class,subclass,tomography,obtain high resolution spatial map,,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.tomography,x-ray tomography,,,,,owl:Class,subclass,tomography,x-ray probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.microtomography,x-ray microtomography,,,,https://en.wikipedia.org/wiki/Talk:X-ray_microtomography,owl:Class,subclass,microtomography,x-ray probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#absorption.microtomography,absorption microtomography,Absorption-based tomographic microscopy,,,,owl:Class,subclass,microtomography,absorption technique,,,,,,
http://purl.org/ExPaNDS/PaNTO#propagation.phase.contrast.microtomography,propagation phase contrast microtomography,,,,,owl:Class,subclass,propagation phase contrast tomography,microscopy,,,,,,
http://purl.org/ExPaNDS/PaNTO#ultrafast.microtomography,ultrafast microtomography,Ultra-fast tomographic microscopy,,,,owl:Class,subclass,ultrafast tomography,obtain high resolution spatial map,,,,,,
http://purl.org/ExPaNDS/PaNTO#ptychography,ptychography,,,,https://en.wikipedia.org/wiki/Ptychography,owl:Class,subclass,coherent diffraction imaging,scanning probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#ptychographic.nanotomography,ptychographic nanotomography,,,,,owl:Class,subclass,ptychography,nanotomography,,,,,,
http://purl.org/ExPaNDS/PaNTO#testing,testing,,,,,owl:Class,subclass,defined by purpose,,,,,,,
http://purl.org/ExPaNDS/PaNTO#instrumentation.testing,instrumentation testing,,,,,owl:Class,subclass,testing,,,,,,,
http://purl.org/ExPaNDS/PaNTO#optics.characterization,optics characterization,,,,,owl:Class,subclass,instrumentation testing,,,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.diffraction,x-ray diffraction,XRD,,,,owl:Class,subclass,diffraction,x-ray probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#neutron.diffraction,neutron diffraction,,,,,owl:Class,subclass,diffraction,neutron probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#ambient.pressure.x-ray.photoelectron.spectroscopy,ambient pressure x-ray photoelectron spectroscopy,,,,,owl:Class,subclass,x-ray photoelectron spectroscopy,versus sample pressure,,,,,,
http://purl.org/ExPaNDS/PaNTO#scanning.transmission x-ray.microscopy,scanning transmission x-ray microscopy,STXM,,,,owl:Class,subclass,scanning transmission microscopy,x-ray probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#total.electron.yield,total electron yield,TEY,,,,owl:Class,subclass,electron emission technique,,,,,,,
http://purl.org/ExPaNDS/PaNTO#XMCD.total.electron.yield,XMCD total electron yield,XMCD TEY,,,,owl:Class,subclass,x-ray magnetic circular dichroism,total electron yield,,,,,,
http://purl.org/ExPaNDS/PaNTO#spin.and.angle.resolved.photoemission.spectroscopy,spin and angle resolved photoemission spectroscopy,,,,,owl:Class,subclass,angle resolved photoemission spectroscopy,versus emitted polarization,,,,,,
http://purl.org/ExPaNDS/PaNTO#manufacturing.technique,manufacturing technique,,,,,owl:Class,subclass,defined by purpose,,,,,,,
http://purl.org/ExPaNDS/PaNTO#lithography,lithography,,,,,owl:Class,subclass,manufacturing technique,,,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.lithography,x-ray lithography,,,,https://en.wikipedia.org/wiki/X-ray_lithography,owl:Class,subclass,x-ray probe,lithography,,,,,,
http://purl.org/ExPaNDS/PaNTO#EUV.lithography,EUV lithography,,,,,owl:Class,subclass,EUV photon probe,lithography,,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.interference.lithography,x-ray interference lithography,,,,,owl:Class,subclass,interferometry technique,,,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.absorption,x-ray absorption,,,,,owl:Class,subclass,absorption technique,x-ray probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#nonresonant.diffraction,nonresonant diffraction,,,,,owl:Class,subclass,diffraction,,,,,,,
http://purl.org/ExPaNDS/PaNTO#nonlinear.x-ray.spectroscopy,nonlinear x-ray spectroscopy,,,,,owl:Class,subclass,nonlinear interaction,x-ray spectroscopy,,,,,,
http://purl.org/ExPaNDS/PaNTO#single-shot.imaging,single-shot imaging,,,,,owl:Class,subclass,single shot technique,imaging,,,,,,
http://purl.org/ExPaNDS/PaNTO#nanoimprint.lithography,nanoimprint lithography,,,,https://en.wikipedia.org/wiki/Nanoimprint_lithography,owl:Class,subclass,lithography,,,,,,,
http://purl.org/ExPaNDS/PaNTO#grayscale.lithography,grayscale lithography,,,,,owl:Class,subclass,lithography,,,,,,,
http://purl.org/ExPaNDS/PaNTO#polymer.micro.and.nanografting,polymer micro and nanografting,,,,,owl:Class,subclass,manufacturing technique,,,,,,,
http://purl.org/ExPaNDS/PaNTO#high.resolution.neutron.powder.diffraction,high resolution neutron powder diffraction,,,,,owl:Class,subclass,neutron powder diffraction,high momentum transfer resolution scattering,,,,,,
http://purl.org/ExPaNDS/PaNTO#high.resolution.thermal.neutron.powder.diffraction,high resolution thermal neutron powder diffraction,,,,,owl:Class,subclass,high resolution neutron powder diffraction,thermal neutron probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#neutron.single.crystal.diffraction,neutron single crystal diffraction,,,,,owl:Class,subclass,single crystal diffraction,neutron probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#thermal.neutron.single.crystal.diffraction,thermal neutron single crystal diffraction,,,,,owl:Class,subclass,neutron single crystal diffraction,thermal neutron probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#pulse.overlap.diffraction,pulse overlap diffraction,,,,,owl:Class,subclass,x-ray photon correlation spectroscopy,ultrafast probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#neutron.reflectometry,neutron reflectometry,neutron reflectivity,,,,owl:Class,subclass,reflectometry,neutron probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#ultra.small.angle.neutron.scattering,ultra small angle neutron scattering,,,,,owl:Class,subclass,ultra small angle scattering,neutron probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#ultra.small.angle.x-ray.scattering,ultra small angle x-ray scattering,USAXS,,,,owl:Class,subclass,ultra small angle scattering,x-ray probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#neutron.scattering,neutron scattering,,,,,owl:Class,subclass,scattering technique,neutron probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#polarized.neutron.reflectometry,polarized neutron reflectometry,polarized neutron reflectivity,,,,owl:Class,subclass,neutron reflectometry,versus polarization,,,,,,
http://purl.org/ExPaNDS/PaNTO#time-of-flight.spectrometry,time-of-flight spectrometry,TOF spectrometry,TOF spectroscopy,,,owl:Class,subclass,spectroscopy,neutron time of flight technique,,,,,,
http://purl.org/ExPaNDS/PaNTO#inelastic.neutron.spectroscopy,inelastic neutron spectroscopy,inelastic neutron scattering spectroscopy,inelastic neutron scattering,,,owl:Class,subclass,inelastic scattering,neutron probe,spectroscopy,,,,,
http://purl.org/ExPaNDS/PaNTO#cold.neutron.spectroscopy,cold neutron spectroscopy,,,,,owl:Class,subclass,inelastic neutron spectroscopy,cold neutron probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#thermal.neutron.spectroscopy,thermal neutron spectroscopy,,,,,owl:Class,subclass,inelastic neutron spectroscopy,thermal neutron probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#neutron.transmission.radiography,neutron transmission radiography,,,,,owl:Class,subclass,neutron probe,absorption technique,imaging,,,,,
http://purl.org/ExPaNDS/PaNTO#cold.neutron.imaging,cold neutron imaging,,,,,owl:Class,subclass,imaging,cold neutron probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#high-resolution.neutron.imaging.,high-resolution neutron imaging ,,,,,owl:Class,subclass,imaging,obtain high resolution spatial map,neutron probe,,,,,
http://purl.org/ExPaNDS/PaNTO#THz.near.field.microscopy,THz near field microscopy,,,,,owl:Class,subclass,THz photon probe,microscopy,scanning probe,,,,,
http://purl.org/ExPaNDS/PaNTO#magnetic.scattering,magnetic scattering,,,,,owl:Class,subclass,scattering technique,magnetism technique,,,,,,
http://purl.org/ExPaNDS/PaNTO#magnetic.diffraction,magnetic diffraction,,,,,owl:Class,subclass,diffraction,magnetism technique,,,,,,
http://purl.org/ExPaNDS/PaNTO#microfocus.x-ray.fluorescence,microfocus x-ray fluorescence,,,,,owl:Class,subclass,microfocussed probe,x-ray emission technique,,,,,,
http://purl.org/ExPaNDS/PaNTO#ellipsometry,ellipsometry,,,,,owl:Class,subclass,versus emitted polarization,reflection technique,,,,,,
http://purl.org/ExPaNDS/PaNTO#polarimetry,polarimetry,,,,,owl:Class,subclass,versus emitted polarization,,,,,,,
http://purl.org/ExPaNDS/PaNTO#UV.photoelectron.emission,UV photoelectron emission,,,,,owl:Class,subclass,UV photon probe,photoelectron emission,,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.photoelectron.emission,x-ray photoelectron emission,,,,,owl:Class,subclass,x-ray probe,photoelectron emission,,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.magnetic.linear.dichroism,x-ray magnetic linear dichroism,XMLD,,,,owl:Class,subclass,x-ray probe,magnetic linear dichroism,,,,,,
http://purl.org/ExPaNDS/PaNTO#resonant.elastic.x-ray.scattering,resonant elastic x-ray scattering,REXS,,,,owl:Class,subclass,resonant x-ray scattering,elastic scattering,resonant scattering,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.refraction.imaging,x-ray refraction imaging,x-ray refraction radiography,,,,owl:Class,subclass,x-ray probe,refraction technique,imaging,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.refraction.tomography,x-ray refraction tomography,,,,,owl:Class,subclass,x-ray probe,propagation phase contrast tomography,,,,,,
http://purl.org/ExPaNDS/PaNTO#time.dependent.scattering,time dependent scattering,time resolved scattering,,,,owl:Class,subclass,time dependent study,scattering technique,,,,,,
http://purl.org/ExPaNDS/PaNTO#time.dependent.diffaction,time dependent diffaction,time resolved diffraction,,,,owl:Class,subclass,time dependent scattering,diffraction,,,,,,
http://purl.org/ExPaNDS/PaNTO#time.dependent.absorption,time dependent absorption,time resolved absorption,,,,owl:Class,subclass,time dependent study,absorption technique,,,,,,
http://purl.org/ExPaNDS/PaNTO#medical.application,medical application,,,,,owl:Class,subclass,defined by purpose,,,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.holography,x-ray holography,,,,,owl:Class,subclass,holography,x-ray probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#ion.imaging,ion imaging,,,,,owl:Class,subclass,ion emission technique,photon probe,versus emission momentum,,,,,
http://purl.org/ExPaNDS/PaNTO#mass.spectrometry,mass spectrometry,,,,,owl:Class,subclass,versus emission mass,,,,,,,
http://purl.org/ExPaNDS/PaNTO#photoelectron.emission,photoelectron emission,,,,,owl:Class,subclass,photon probe,electron emission technique,,,,,,
http://purl.org/ExPaNDS/PaNTO#nuclear.resonant.scattering,nuclear resonant scattering,,,,,owl:Class,subclass,nuclear resonance,resonant scattering,,,,,,
http://purl.org/ExPaNDS/PaNTO#microfocus.x-ray.scattering,microfocus x-ray scattering,,,,,owl:Class,subclass,x-ray scattering,microfocussed probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#nanofocus.x-ray.scattering,nanofocus x-ray scattering,,,,,owl:Class,subclass,microfocus x-ray scattering,nanofocussed probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#small.angle.inelastic.scattering,small angle inelastic scattering,,,,,owl:Class,subclass,inelastic scattering,small angle scattering,,,,,,
http://purl.org/ExPaNDS/PaNTO#anomalous.small.angle.x-ray.scattering,anomalous small angle x-ray scattering,ASAXS,,,,owl:Class,subclass,resonant diffraction,small angle scattering,x-ray probe,,,,,
http://purl.org/ExPaNDS/PaNTO#anomalous.solution.x‐ray.scattering,anomalous solution x‐ray scattering,ASAX,,,,owl:Class,subclass,anomalous small angle x-ray scattering,,,,,,,
http://purl.org/ExPaNDS/PaNTO#grazing.incidence.small.angle.neutron.scattering,grazing incidence small angle neutron scattering,GISANS,,,,owl:Class,subclass,grazing incidence small angle scattering,small angle neutron scattering,,,,,,
http://purl.org/ExPaNDS/PaNTO#time.of.flight.small.angle.neutron.scattering,time of flight small angle neutron scattering,,,,,owl:Class,subclass,small angle neutron scattering,time of flight technique,,,,,,
http://purl.org/ExPaNDS/PaNTO#very.small.angle.neutron.scattering,very small angle neutron scattering,VSANS,,,,owl:Class,subclass,small angle neutron scattering,ultra small angle scattering,,,,,,
http://purl.org/ExPaNDS/PaNTO#diffuse.small.angle.scattering,diffuse small angle scattering,,,,,owl:Class,subclass,small angle scattering,diffuse scattering,,,,,,
http://purl.org/ExPaNDS/PaNTO#diffuse.small.angle.x-ray.scattering,diffuse small angle x-ray scattering,,,,,owl:Class,subclass,diffuse small angle scattering,x-ray probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#inelastic.x-ray.small.angle.scattering,inelastic x-ray small angle scattering,,,,,owl:Class,subclass,small angle x-ray scattering,inelastic x-ray scattering,small angle inelastic scattering,,,,,
http://purl.org/ExPaNDS/PaNTO#soft.x-ray.small.angle.scattering,soft x-ray small angle scattering,,,,,owl:Class,subclass,small angle x-ray scattering,soft x-ray probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#soft.x-ray.diffraction,soft x-ray diffraction,,,,,owl:Class,subclass,soft x-ray probe,diffraction,,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.photoelectron.diffraction,x-ray photoelectron diffraction,,,,,owl:Class,subclass,photoelectron diffraction,x-ray probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.imaging,x-ray imaging,,,,,owl:Class,subclass,imaging,x-ray probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#micro.small.angle.x-ray.scattering.tomography,micro small angle x-ray scattering tomography,micro SAXS tomography,,,,owl:Class,subclass,microtomography,grazing incidence small angle x-ray scattering,,,,,,
http://purl.org/ExPaNDS/PaNTO#micro.grazing.incidence.small.angle.x-ray.scattering.tomography,micro grazing incidence small angle x-ray scattering tomography,micro GISAXS tomography,,,,owl:Class,subclass,micro small angle x-ray scattering tomography,grazing incidence small angle x-ray scattering,,,,,,
http://purl.org/ExPaNDS/PaNTO#scanning.x-ray.fluorescence,scanning x-ray fluorescence,,,,,owl:Class,subclass,x-ray fluorescence,scanning probe imaging,,,,,,
http://purl.org/ExPaNDS/PaNTO#soft.x-ray.imaging,soft x-ray imaging,,,,,owl:Class,subclass,x-ray imaging,x-ray probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.diffraction.imaging,x-ray diffraction imaging,,,,,owl:Class,subclass,diffraction imaging,x-ray probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#scanning.angle.resolved.photoemission.spectromicroscopy,scanning angle resolved photoemission spectromicroscopy,,,,,owl:Class,subclass,angle resolved photoemission spectroscopy,scanning probe microscopy,,,,,,
http://purl.org/ExPaNDS/PaNTO#nano.angle.resolved.photoemission.spectroscopy,nano angle resolved photoemission spectroscopy,nano ARPES,,,,owl:Class,subclass,scanning angle resolved photoemission spectromicroscopy,nanofocussed probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#scanning.photoelectron.microscopy,scanning photoelectron microscopy,,,,,owl:Class,subclass,photoemission microscopy,scanning probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.photoemission.microscopy,x-ray photoemission microscopy,,,,,owl:Class,subclass,photoemission microscopy,x-ray probe,,,,,,
http://purl.org/ExPaNDS/PaNTO#x-ray.scanning.microscopy,x-ray scanning microscopy,scanning x-ray microscopy,,,,owl:Class,subclass,x-ray microscopy,scanning probe,,,,,,
